soal;level_kognitif;kelas;pelajaran;kko
Desa Bineka sudah memiliki fasilitas umum yang memadai. Fasilitas umum tersebut dapat dijadikan tempat untuk bermain dan berolahraga masyarakatnya. Hampir setiap sore selalu ramai pengunjung. Terlebih di hari Minggu, pagi dan sore harinya, mulai anak-anak sampai orang dewasa menggunakannya. Namun, setelah sepi pengunjung akan tampak pemandangan sampah yang berserakan di mana-mana. Berdasarkan cerita tersebut, masyarakat Desa Bineka memiliki kepedulian terhadap kelestarian lingkungan. Tuliskan alasanmu pada kolom di bawah ini.;C5;4;PPKN;Mengkritik
Menurut kamu, kegiatan pentas seni keragaman budaya masyarakat sebaiknya dilaksanakan kapan, di mana, dan berapa kali dalam setahun? Apa alasannya?;C5;4;PPKN;Mengkritik
Bolehkah kita membanggakan budaya daerah sendiri?;C5;4;PPKN;Memutuskan
Menurutmu, apakah yang telah mereka lakukan itu mencerminkan penerapan dari makna sila-sila Pancasila? Apa alasan dari jawabanmu?;C5;4;PPKN;Menilai
Jika kamu mendengar bencana atau musibah, baik di lingkungan sekitar maupun di wilayah Indonesia lainnya, apa yang akan kamu lakukan? Apa alasannya? Tuliskan jawabanmu dengan jelas!;C5;4;PPKN;Memutuskan
Bu Guru telah membagi kelompok belajar. Dani satu kelompok bersama Laros dan Thamrin, sedangkan Hemalia satu kelompok bersama Dewi dan Made. Hemalia tidak mau satu kelompok dengan Made bukan karena mereka berbeda suku, budaya, serta agama dan kepercayaan. Namun, Made selalu bercanda ketika mereka sedang belajar bersama. Berdasarkan cerita tersebut, apakah Hemalia menunjukkan sikap toleran? Beri tanda (√) pada huruf B jika benar dan huruf S jika salah. Tuliskan alasanmu pada kolom di bawah ini.;C5;4;PPKN;Memutuskan
Apakah kegiatan pada gambar di atas termasuk contoh dari makna sila keempat Pancasila? Jelaskan alasanmu!;C5;4;PPKN;Memutuskan
Saat pembelajaran di kelas, Laros sering bertanya materi yang belum dipahaminya kepada guru. Ia juga selalu memberikan pendapatnya ketika belajar dalam kelompok. Ketika pendapatnya tidak diterima oleh temannya, ia tidak marah dan kecewa. Ia pun menerima pendapat temannya yang lebih baik dari pendapatnya sendiri. Berdasarkan cerita tersebut, Laros telah memiliki karakter yang sama dengan karakter para perumus Pancasila. Beri tanda (√) pada huruf B jika benar dan huruf S jika salah. Tuliskan alasanmu pada kolom di bawah ini!;C5;4;PPKN;Memutuskan
Perhatikan gambar peta berikut! Berdasarkan peta tersebut dapat  disimpulkan bahwa ....;C5;5;IPS;Menyimpulkan
Bagaimanakah sikap toleransi yang'dapat kamu tunjukkan terhadap temanmu yang berbeda suku bangsa?;C5;5;PPKN;Memutuskan
Bagaimana sikap kita jika dalam bermusyawarah keputusan yang disepakati tidak sesuai dengan yang kita inginkan?;C5;5;PPKN;Memutuskan
Sifat-sifat manakah yang bisa kalian tiru? Mengapa?;C5;5;Bahasa Indonesia;Memutuskan
Adakah saran yang dapat kalian berikan kepada Darman dan Darmin?;C5;5;Bahasa Indonesia;Menilai
Bacalah dengan saksama dan tentukan apakah kalimat di bawah ini adalah fakta atau opini.;C5;5;Bahasa Indonesia;Memutuskan
Bagaimanakah pendapat kalian tentang perilaku para pengunjung di museum tersebut?;C5;5;Bahasa Indonesia;Memutuskan
Salah satu dari kalian akan berperan menjadi seseorang yang mengalami situasi di bawah ini. Ia meminta tanggapan dan saran dari kalian. Tulislah kalimat tanggapan dan saran atas situasi tersebut.;C5;5;Bahasa Indonesia;Menilai
Apakah kita boleh mendengarkan suara yang terlalu keras? Mengapa?;C5;5;IPA;Menilai
Menurut kalian, mana yang lebih tepat menggambarkan kondisi nyata dalam suatu ekosistem, rantai makanan atau jaring-jaring makanan? Mengapa?;C5;5;IPA;Memutuskan
Berikan pendapat kalian tentang pernyataan-pernyataan berikut ini dengan cara menuliskan setuju atau tidak setuju beserta alasannya pada buku tugas. 1. Gaya magnet bisa didapatkan dari sebatang kayu. 2. Gaya magnet dapat menarik besi. 3. Jika saya dekatkan kutub Utara suatu magnet dengan kutub Selatan magnet lainnya, kedua magnet itu akan saling tolak-menolak. 4. Magnet biasa digunakan sebagai salah satu komponen di dalam mainan.;C5;5;IPA;Menilai
Salinlah kalimat berikut pada buku tugas. Lalu berikan keterangan “Benar” jika menurut kalian pernyataan ini benar. Berikan keterangan “Salah” jika menurut kalian pernyataan ini salah. Sertakan juga alasan dari jawaban kalian.;C5;5;IPA;Memutuskan
Mana di antara makanan ini yang menurut kalian lebih sehat? Jelaskan!;C5;5;IPA;Memutuskan
Setiap manusia tentu akan melewati masa pubertas atau masa transisi dari anak-anak menuju dewasa. Setiap orang memiliki masa pubertas yang berbeda-beda, ada yang mengalaminya lebih awal namun ada juga yang mengalaminya lebih akhir. Jika kalian termasuk yang terlambat mengalami pubertas, apa yang akan kalian lakukan?;C5;5;IPA;Memutuskan
Apakah menurut kalian kekayaan hayati ini sudah dijaga dengan baik? Mengapa?;C5;5;IPS;Menilai
Menurut kalian apakah daerah tempat tinggal kalian sudah memaksimalkan potensi sumber daya alamnya dengan baik? Mengapa?;C5;5;IPS;Menilai
Apakah kalian sudah menggunakan SDA dengan bijaksana? Mengapa?;C5;5;IPS;Menilai
Apakah kalian bangga dengan daerah kalian? Jelaskan alasan jawaban kalian!;C5;5;IPS;Memutuskan
Bacalah kutipan tokoh berikut ini. Setujukah kalian dengan kutipan tokoh diatas?;C5;5;PPKN;Menilai
Bagaimana menurutmu cerita fiksi di atas? Apakah kamu menyukai ceritanya?  Mengapa?;C5;6;Bahasa Indonesia;Menilai
Tidak membuang sampah dialiran sungai merupakan salah satu bentuk wujud persatuan dan kesatuan terhadap lingkungan. Bagaimana sikap kamu jika menemukan warga lingkungan sekitarmu membuang sampah pada aliran sungai?;C5;6;PPKN;Memutuskan
Bagaimana pendapatmu jika seorang anak rajin membaca?;C5;6;Bahasa Indonesia;Memutuskan
Perhatikan gambar! Pada gambar di atas peserta didik sedang mengalami jatuh pada saat berolahraga, hingga lututnya lecet dan berdarah. Peserta didik yang lain diberi tugas oleh Guru untuk memberikan pertolongan kepada teman tersebut. Tindakan yang paling tepat adalah ....;C5;6;Olahraga;Memutuskan
Pak Toni akan kedatangan banyak tamu saat merayakan hari raya keagamaan. Pak Toni meminta izin kepada Pak Hari untuk memakai halamannya sebagai tempat parkir tamu. Sikap Pak Hari sebaiknya …;C5;6;PPKN;Memutuskan
Hamid dan teman-temannya bermain sepak bola di halaman rumah. Tetangga di sebelah rumah Hamid sedang merayakakan hari raya keagamaan. Sikap Hamid dan teman-temannya sebaiknya ….;C5;6;PPKN;Memutuskan
Pada awal cerita, Pak Rizal menyatakan bahwa anak-anak Indonesia mempunyai sifat ramah. Apakah kalian setuju dengan pendapat Pak Rizal? Jelaskan alasannya.;C5;6;Bahasa Indonesia;Menilai
Apakah kalian setuju dengan anggapan bahwa menari hanya cocok dilakukan oleh perempuan? Saya setuju/tidak setuju karena;C5;6;Bahasa Indonesia;Menilai
Setujukah kalian dengan aksi jeda untuk iklim ini? Tuliskan tanggapanmu beserta alasannya!;C5;6;Bahasa Indonesia;Menilai
Greta membolos sekolah setiap hari Jumat untuk menyerukan agar pemimpin dunia mengambil langkah untuk menyelamatkan bumi dari perubahan iklim. Setuju atau tidak setujukah kalian dengan cara yang dilakukan oleh Greta dalam mengemukakan pendapat?;C5;6;Bahasa Indonesia;Menilai
Menurut kalian, apakah cara mereka mengambil keputusan merupakan cara terbaik? Berikan alasan kalian, ya.;C5;6;Bahasa Indonesia;Menilai
Apakah kalian setuju dengan adanya supermarket tanpa kasir? Jelaskan jawaban kalian, ya.;C5;6;Bahasa Indonesia;Menilai
Pelayan di Kafe Sunyi menggunakan bahasa isyarat. Namun, belum banyak yang mengerti bahasa ini. Menurut kalian, sepenting apa mempelajari bahasa isyarat?;C5;6;Bahasa Indonesia;Memutuskan
Jika suatu saat nanti kalian menjadi pengusaha, bersediakah kalian mempekerjakan orang difabel? Berikan alasan kalian.;C5;6;Bahasa Indonesia;Memutuskan
Di dunia maya, kita harus lebih berhati-hati menerima pertemanan. Bagaimana pendapat kalian?;C5;6;Bahasa Indonesia;Memutuskan
Apakah kalian sudah cukup menjaga kesehatan tulang kalian? Apa buktinya?;C5;6;IPA;Menilai
Mia alergi terhadap produk berbahan susu. Perutnya akan sakit jika mengonsumsi produk ini. Padahal, susu merupakan salah satu sumber kalsium. Apa saran yang dapat kalian berikan kepada Mia agar ia tetap dapat memenuhi kebutuhan kalsiumnya sehari-hari?;C5;6;IPA;Menilai
Apakah menurut kalian kemerdekaan Indonesia perlu dipertahankan? Mengapa?;C5;6;IPS;Menilai
Benua Asia memiliki luas wilayah terbesar sekaligus jumlah penduduk terbanyak di dunia. Menurut pendapat kalian apakah persebaran penduduk di Asia sudah merata dan berimbang dengan luas wilayahnya? Jelaskan pendapat kalian!;C5;6;IPS;Menilai
Secara kondisi geografis, Antartika tidak dapat dihuni oleh manusia. Dengan perkembangan teknologi seperti saat ini, hal tersebut mungkin saja bisa diusahakan. Menurut kalian apakah sebaiknya Antartika tetap ‘bersih’ dari manusia, atau sebaiknya dijadikan alternatif tempat tinggal? Jelaskan pendapat kalian!;C5;6;IPS;Menilai
Lihatlah kondisi geografis di tempat tinggal kalian saat ini. Pasti ada banyak perbedaan antara kondisi geografis yang tadi kalian pelajari dengan tempat tinggal kalian saat ini. Bila kalian punya kesempatan untuk pindah dan tinggal di sebuah negara dengan kondisi geografis yang berbeda, kalian ingin tinggal di mana? Atau, kalian tetap memilih tinggal di tempat kalian saat ini? Jelaskan pendapat kalian!;C5;6;IPS;Memutuskan
Bulan hanya dimiliki Bumi. Benarkah pernyataan di atas? Jelaskan jawaban kalian!;C5;6;IPA;Menilai
Seseorang yang menghayati sila Ketuhanan Yang Maha Esa, dalam kesehariannya, pasti memiliki kasih sayang pada sesama manusia. Uraikan penjelasan kalian terkait pernyataan tersebut.;C5;6;PPKN;Memutuskan
Tindakan seseorang yang mencerminkan pengamalan Pancasila, bila dilakukan secara terus-menerus, dapat menginspirasi orang lain dan masyarakat sekitar untuk melakukan hal yang sama. Uraikan penjelasan kalian terkait pernyataan tersebut.;C5;6;PPKN;Memutuskan
Kalian tentu memiliki seorang ketua kelas. Coba ceritakan proses pemilihan ketua kelas yang pernah kalian lakukan. Apakah kalian kecewa ketika calon yang kalian pilih pada akhirnya tidak menjadi ketua kelas? Bagaimana sikap kalian seandainya menjadi calon yang tidak terpilih tersebut?;C5;6;PPKN;Memutuskan
Jonathan Sianipar berasal dari Sumatra Utara. Bersama orang tuanya, Jonathan tinggal di Bali. Jonathan bertetangga dengan Made Suyasa yang beragama Hindu. Jonathan dan Made memiliki hobi sama, yaitu bernyanyi dan bermain musik. Sehari sebelum Hari Raya Nyepi, Jonathan dibelikan speaker bluetooth oleh Ayah. Sikap Jonathan yang baik adalah ….;C5;6;PPKN;Memutuskan
Di media terdapat banyak pemberitaan tentang polisi menangkap seorang ayah yang tega menganiaya anaknya sendiri. Meski penganiaya adalah ayahnya sendiri, pelaku penganiayaan tetap mendapat hukuman berat. Bagaimana pendapatmu?;C5;6;PPKN;Memutuskan
Di suatu wilayah muncul suatu masalah, yaitu ada warga yang memarkir mobilnya di depan rumah sehingga menghalangi kelancaran jalan di gang tersebut. Warga yang lain melaporkan hal tersebut kepada Ketua RT setempat. Jika kamu menjadi Ketua RT, apa yang akan kamu lakukan?;C5;6;PPKN;Memutuskan
Apa pendapatmu tentang Bonar dan teman-temannya dalam cerita pada kegiatan “Ayo Menulis”?;C5;6;PPKN;Memutuskan
Berdasarkan Data Badan Pusat Statistik (BPS) Tahun 2020, hanya 61‒62% generasi muda yang menggunakan bahasa daerah di lingkungan keluarga. Karena tidak adanya pembiasaan di lingkungan keluarga dan latar belakang orang tua yang berbeda, makin banyak generasi muda yang tidak menggunakan bahasa daerah. Jika ayahmu berasal dari suku Jawa dan ibumu berasal dari suku Batak, bagaimana kamu menyikapi hal tersebut?;C5;6;PPKN;Memutuskan
Dalam agama Hindu, terdapat anjuran bagi umat untuk tidak me- ngonsumsi daging sapi. Suatu hari, ada teman kalian yang beragama Hindu datang ke rumah. Kebetulan, ibumu sedang memasak bakso sapi. Tindakan yang akan kamu lakukan untuk menghargai agama temanmu adalah ....;C5;6;PPKN;Memutuskan
Riki beberapa kali ketahuan menyontek oleh guru. Manda ingin memasukkan Riki ke dalam kelompok belajar. Namun, beberapa teman kelompok belajar lainnya tidak menyetujui Riki bergabung karena dia suka menyontek. Bagaimana pendapatmu tentang sikap Manda?;C5;6;PPKN;Memutuskan
Apabila kalian memiliki teman yang berasal dari Provinsi A dan pada suatu ketika, ada pertandingan sepak bola antara provinsi kalian melawan Provinsi A. Sikap kalian sebaiknya ….;C5;6;PPKN;Memutuskan
Menurut kalian, apa hubungan antara vampir, kelelawar, dan alat listrik di dalam cerita ini?;C5;4;Bahasa Indonesia;Memutuskan
Menurut kalian, apakah anak laki-laki perlu mendapatkan pengetahuan tentang menstruasi? Jelaskan alasan kalian, ya.;C5;6;Bahasa Indonesia;Memutuskan
Gambarlah Gaga dan Kiki. Gambarkan juga apa yang mereka lakukan bersama-sama. Ikuti petunjuk guru.;C6;1;Bahasa Indonesia;Menciptakan
Ceritakan apa yang kalian ketahui tentang gambar benda di bawah ini!;C6;1;Bahasa Indonesia;Mengarang
Ini hari pertama masuk sekolah bagi katak, kelinci, kakaktua, dan kijang. Mereka belum dapat menulis nama sendiri. Kalian akan membantu mereka. 1. Tuliskan nama mereka. 2. Lalu, gambarlah makanan kesukaan mereka pada kartu itu.;C6;1;Bahasa Indonesia;Mengarang
Saat bermain ular naga, kalian menjadi apa? Apakah: gerbang? kepala naga? badan naga? ekor naga? Gambarkan apa yang kalian lakukan saat bermain tadi, ya. (menuliskan atau menggambarkan langkah-langkahnya);C6;1;Bahasa Indonesia;Mengarang
Bimo ingin truk mainan. Akan tetapi, Bimo memerlukan sepatu. Barang yang Bimo inginkan dan yang Bimo butuhkan berbeda. Lalu, pilihlah barang yang kalian inginkan pada gambar toko di halaman sebelumnya. Gambar dan tuliskan yang kalian sukai. Ikuti petunjuk guru. Aku suka ....;C6;1;Bahasa Indonesia;Menggunakan
Susunan huruf yang tepat dari kata Eshat adalah..;C6;1;Bahasa Indonesia;Menyusun
Susunlah huruf dibawah ini mwnjadi kata yang tepat!;C6;1;Bahasa Indonesia;Menyusun
Susun huruf-huruf berikut menjadi kata yang tepat;C6;1;Bahasa Indonesia;Menyusun
Susun huruf-huruf berikut menjadi kata yang tepat;C6;1;Bahasa Indonesia;Menyusun
Susun huruf-huruf berikut menjadi kata yang tepat.;C6;1;Bahasa Indonesia;Menyusun
Buatlah 2 contoh kalimat perintah..;C6;2;Bahasa Indonesia;Membangun
Susunlah kata-kata di atas agar menjadi kalimat yang baik!;C6;6;Bahasa Indonesia;Menyusun
Menciptakan Kartu Nama. Tulis nama kalian pada kartu ! Lalu, gambar benda kesukaan kalian di baliknya !;C6;6;Bahasa Indonesia;Menciptakan
Gambarkan jawaban kalian di dalam kotak. 1. Saat pilek, aku merasa 2. Agar cepat sembuh dari pilek, aku 3. Agar temanku tidak tertular pilek, aku;C6;6;IPA;Merencanakan
Ceritakan gambaran kamu kepada teman;C6;1;Bahasa Indonesia;Merencanakan
Tulis dan gambarkan pada kolom di bawah ini, ya a. Kalau belum dijemput di sekolah, aku… b. Kalau tersesat, aku….;C6;1;Bahasa Indonesia;Merencanakan
Buatlah laporan hasil wawancara dan serahkan pada gurumu untuk dinilai;C6;6;Bahasa Indonesia;Menciptakan
Gambarkan rancangan baliho tentang pemberitaan hidup sehat supaya sejahtera.;C6;6;IPA;Merencanakan
Dapatkah kamu berkreasi Menciptakan sebuah contoh reklame sederhana? Bagaimana cara yang akan kamu lakukan?;C6;6;Bahasa Indonesia;Merencanakan
Buatlah poster sederhana berisi pesan untuk melaksanakan tanggung jawab. Pilihlah salah satu tema berikut!;C6;6;Bahasa Indonesia;Menciptakan
Buatlah kalimat yang mengandung kata ungkapan!;C6;2;Bahasa Indonesia;Mengarang
Buatlah kalimat berdasarkan gambar di atas!;C6;2;Bahasa Indonesia;Mengarang
Gambarlah sebuah kotak panjang, lalu bagilah menjadi 10 bagian yang sama besar.  Warnailah 3 kotak pertama. kemudian tuliskan menjadi bilangan pecahan?;C6;3;Matematika;Menciptakan
Buatlah pertanyaan sesuai isi teks diatas!;C6;5;Bahasa Indonesia;Menyusun
Buatlah pertanyaan yang menunjukkan waktu kejadian!;C6;5;Bahasa Indonesia;Menyusun
Buatlah kalimat tanya sesuai bacaan diatas!;C6;5;Bahasa Indonesia;Menyusun
Buatlah kalimat pertanyaan sesuai isi bacaan!;C6;5;Bahasa Indonesia;Menyusun
Buatlah kalimat pertanyaan yang menunjukkan waktu kejadian!;C6;5;Bahasa Indonesia;Menyusun
kalimat poster yang menarik untuk anjuran menjaga kebersihan kelas adalah . . .;C6;5;Bahasa Indonesia;Mengarang
Gambarkan rangkaian seri!;C6;6;IPA;Menyusun
Gambarkan rangkaian paralel!;C6;6;IPA;Menyusun
Buatlah 1 Kalimat dari kata-kata “Siang”!;C6;4;Bahasa Indonesia;Mengarang
Buatlah satu kalimat pujian untuk teman mu yang mendapat ranking pertama :..;C6;4;Bahasa Indonesia;Mengarang
Buatlah contoh satu kalimat ungkapan terima kasih: .;C6;4;Bahasa Indonesia;Mengarang
Buatkalimat dari kata -kata di bawah ini:;C6;4;Bahasa Indonesia;Mengarang
Gambarkan contoh rangkaian paralel!;C6;5;IPA;Merancang
"Buatlah satu bait puisi dengan tema ""Taman""!";C6;5;Bahasa Indonesia;Mengarang
Ceritakan pengalamanmu yang bisa dilakukan dirumah untuk menghemat energi!;C6;4;IPA;Mengarang
Buatlah 2 contoh kalimat tanya;C6;1;Bahasa Indonesia;Menyusun
Tulislah satu kalimat ajakan terhadap temanmu untuk bermain bersama!;C6;2;Bahasa Indonesia;Menyusun
Pada suatu ketika, antara Desi dan deti terjadi pertengkaran. Desi sudah meminta maaf kepada Deti tetapi Deti tidak mau memaafkan desi. Buat lah menjadi kalimat saran?;C6;3;Bahasa Indonesia;Menyusun
Ada siswa kelas 3 yang sering tidak masuk sekolah. Hampir setiap seminggu izin tidak masuk sekolah. buatlah kalimat saran pada teks diatas?;C6;3;Bahasa Indonesia;Menyusun
Buatlah kalimat yang berpolakan  S – P -  O;C6;4;PPKN;Menyusun
Buatlah kalimat lengkap yang terdiri dari S-P-O-K dengan kata a. Stop kontak b. menginjak;C6;4;Bahasa Indonesia;Menyusun
Buatlah kolom dan tuliskan perbedaan masa kanak-kanak dengan masa pubertas bagi laki-laki!;C6;6;IPA;Menyusun
Susunan ungkapan petunjuk yang benar adalah ...;C6;1;Bahasa Indonesia;Menyusun
gambarlah garis yang berbentuk persegi, segitiga dan lingkaran!;C6;1;Matematika;Membangun
Gambarkan bintang di bukumu dengan jumlah 26 bintang.;C6;1;Bahasa Indonesia;Mengkreasikan
Susun huruf-huruf berikut menjadi kata yang tepat;C6;1;Bahasa Indonesia;Menyusun
Buatlah 1 Kalimat dari kata-kata “Siang”!;C6;1;Bahasa Indonesia;Menyusun
Buatlah satu kalimat pujian untuk teman mu yang mendapat ranking pertama :..;C6;1;Bahasa Indonesia;Menyusun
Buatlah contoh satu kalimat ungkapan terima kasih: .;C6;1;Bahasa Indonesia;Menyusun
Buatlah topi bernama dari bahan sederhana. Ikuti petunjuk guru kalian. Tuliskan nama kalian di depan topi. Lalu pakailah topi tersebut.;C6;1;PPKN;Menyusun
Ambil kertas putih. Tirulah gambar anak dan aksesorinya. Warnai gambar dengan rapi. Rapikan alat dan bahan setelah digunakan.;C6;1;PPKN;Mengkreasikan
Pernahkah kamu membuat kreasi bendera merah putih? Ayo, kita membuat bendera merah putih. Lakukan kegiatan berikut bersama teman dan guru, ya.;C6;1;PPKN;Mengkreasikan
Yuk, kita berkarya. Kita akan membuat montase bertema sekolah impian.;C6;1;PPKN;Mengkreasikan
Buatlah cerita penjumlahan dari gambar di bawah ini.;C6;1;Matematika;Mengarang
Siapkan: Benda-benda kecil. Contoh: kelereng, batu, dan biji-bijian. Dua tempat (wadah). Contoh: piring, kertas, dan plastik. Masukkan benda-benda ke dalam wadah. Buatlah cerita penjumlahan. Minta teman kalian menebak hasilnya.;C6;1;Matematika;Mengarang
Buatlah cerita penjumlahan. Buat gambar sesuai cerita. Tulis operasi penjumlahannya. Hitung hasilnya. Sampaikan hasilnya di kelas.;C6;1;Matematika;Mengarang
Gambar kelereng dalam stoples. Buat cerita penjumlahan. Jelaskan cara kalian menyelesaikannya. Cara apa yang kalian gunakan? Presentasikan hasilnya.;C6;1;Matematika;Mengkreasikan
Buat cerita dan operasi pengurangan berdasarkan gambar.;C6;1;Matematika;Mengarang
Kira sedang memegang beberapa balon. Beberapa balon yang Kira pegang pecah. 1. Gambarlah balon yang Kira pegang. 2. Buatlah cerita pengurangan. 3. Tulis operasi hitungnya.;C6;1;Matematika;Mengkreasikan
Gambarlah kupu-kupu pada bunga. Kupu-kupu dua warna (bisa lebih). Buat cerita pengurangan. Tulis operasi penjumlahan. Tulis operasi pengurangan. Sampaikan hasil kalian.;C6;1;Matematika;Mengkreasikan
Siapkan lidi atau sedotan yang sama panjang. Buatlah menjadi bentuk yang kalian suka.;C6;1;Matematika;Mengkreasikan
Warnai gambar berikut. Gunting. Susun menjadi bentuk menarik.;C6;1;Matematika;Mengkreasikan
buat puisi tersebut dengan tulisan tegak bersambung  …;C6;2;Bahasa Indonesia;Mengarang
Buatlah 3 contoh kalimat yang memuat kata sapaan?;C6;2;Bahasa Indonesia;Membangun
Buatlah kalimat yang memiliki subjek, predikat, dan objek.;C6;2;Bahasa Indonesia;Mengarang
Buatlah dua kalimat berisi   ajakan.;C6;2;Bahasa Indonesia;Mengarang
Siwi belum mengerjakan tugas. Buatlah kalimat perintah sesuai kalimat di  atas.;C6;2;Bahasa Indonesia;Mengarang
Tulislah dua kalimat Perintah.;C6;2;Bahasa Indonesia;Mengarang
Buatlah sebuah kalimat menggunakan kata terkait benda cair. !;C6;2;Bahasa Indonesia;Mengarang
Buatlah kalimat menggunakan kata terkait benda padat berikut.;C6;2;Bahasa Indonesia;Mengarang
Buatlah kalimat menggulnakan kata papan tulis.;C6;2;Bahasa Indonesia;Mengarang
Buatlah kalimat dari kata berikut! anak  yatim;C6;2;Bahasa Indonesia;Mengarang
Langkah membuat vas bunga dari karton bekas tisu gulung yang tepat yaitu .....;C6;2;Seni Budaya;Menyusun
Tuliskan rute perjalanan bila Arif akan pergi ke apotek sehat!;C6;2;Bahasa Indonesia;Menyusun
Susunlah gambar diatas dengan benar agar menjadi gerakan tarian yang indah!;C6;2;Seni Budaya;Menyusun
Gambarkan simbol sila kedua dari pancasila!;C6;2;PPKN;Mengkreasikan
Buatlah kalimat dengan menggunakan kata Taman, Kota, dan Ayunan!;C6;2;Bahasa Indonesia;Mengarang
Buatlah karya hiasan kartu ulang tahun dari bahan alami! Lalu tujukan untuk orang tuamu!;C6;2;Seni Budaya;Mengkreasikan
Susunlah kata-kata berikut menjadi kalimat! Dimulai dari kata yang bergaris bawah!;C6;2;Bahasa Indonesia;Menyusun
Buatlah kalimat sederhana dari kata di bawah ini!;C6;2;Bahasa Indonesia;Mengarang
Buatlah kalimat dari kata berikut! Berkunjung Pandai;C6;2;Bahasa Indonesia;Mengarang
Buatlah sebuah peta berpikir bersama guru;C6;2;Bahasa Indonesia;Mengkreasikan
pilih satu perasaan dalam minggu ini yang paling kalian ingat. Tuliskan nama perasaan itu dan penyebabnya. Gambarlah mimik perasaan itu bersama orang tua kalian. Bawa gambar tersebut ke sekolah, lalu ceritakan di depan kelas.;C6;2;Bahasa Indonesia;Mengkreasikan
Amati gambar-gambar di bawah ini. Susunlah gambar menjadi kejadian yang berurutan. Kemudian, ceritakan kejadian tersebut kepada guru.;C6;2;Bahasa Indonesia;Menyusun
Buatlah cerita tentang anak yang sendirian di rumah. Tuliskan cerita kalian dalam lima kalimat.;C6;2;Bahasa Indonesia;Mengarang
Ingatlah pengalaman kalian saat berada di tempat umum. Adakah kejadian yang menurut kalian tidak menyenangkan? Supaya tidak terjadi lagi, perlu ada tanda peringatan. Ciptakan tanda peringatan kalian sendiri. Gambarlah tanda itu bersama orang tua kalian. Bawa gambar tersebut ke sekolah, lalu ceritakan di depan kelas.;C6;2;Bahasa Indonesia;Mengkreasikan
Buatlah percakapan menggunakan kata-kata ajaib.;C6;2;Bahasa Indonesia;Mengarang
Bekerjalah bersama seorang teman kalian. Bacalah puisi berikut. Lalu, buatlah sebuah puisi sederhana tentang banjir. Kemudian bacakan puisi kalian secara bergantian.;C6;2;Bahasa Indonesia;Mengarang
Dari stan Betawi, tersisa dodol. Dodolnya berbentuk kotak persegi panjang. Warnailah berdasarkan lambang bilangan pecahan yang sudah tersedia!;C6;3;Matematika;Mengkreasikan
Buatlah diagram berdasarkan tabel di bawah ini!;C6;3;Matematika;Mengkreasikan
Kelompok hewan berikut yang berkembang biak dengan cara bertelur. Buaya - ular - singa - harimau - cicak - tikus - kadal - merpati - katak - hiu  -  elang;C6;3;IPA;Menkategorikan
Kelompok hewan berikut yang berkembang biak dengan cara melahirkan. Ayam - Kucing - Beruang - Kambing - Paus - Katak – Lumba – lumba – Tikus  - Biawak;C6;3;IPA;Mengkategorikan
Ayam-ayam Beni ada yang bertelur. Hari ini Beni mengumpulkan telur-telur ayam di kandang. Ia mengumpulkan 20 telur. Gambarlah telur pada kotak yang tersedia!;C6;3;Matematika;Mengkreasikan
Gambarlah sebuah kotak panjang, lalu bagilah menjadi 10 bagian yang sama besar.  Warnailah 3 kotak pertama. kemudian tuliskan menjadi bilangan pecahan?;C6;3;Matematika;Mengkreasikan
Tuliskan cerita singkat tentang permainan kesukaan kalian.;C6;3;Bahasa Indonesia;Mengarang
Buatlah kartu ucapan terima kasih untuk salah satu teman. Gunakan kardus bekas kemasan makanan. Kerjakan di rumah, jadikan kejutan.;C6;3;Bahasa Indonesia;Mengarang
Beberapa teman akan bermain di rumah kalian. Tentukan kegiatan yang akan kalian lakukan bersama. Tuliskan apa saja yang harus dilakukan agar acara itu lancar.;C6;3;Bahasa Indonesia;Menyusun
Buatlah sebuah labirin. Mintalah seorang teman bermain.;C6;3;Bahasa Indonesia;Mengkreasikan
Amati gambar ini. Apa yang sedang dia lakukan? Bisakah kalian menjadikannya sebuah cerita?;C6;3;Bahasa Indonesia;Mengarang
Susunlah kata-kata di bawah ini menjadi kalimat yang tepat. Perhatikan penggunaan tanda baca dan huruf kapitalnya. Salin ke dalam buku tulis kalian;C6;3;Bahasa Indonesia;Menyusun
Buatlah peta cita-cita kalian sendiri. Tambahkan gambar dan warna agar menarik.;C6;3;Bahasa Indonesia;Mengkreasikan
Buatlah sebuah poster promosi untuk menjual barang.;C6;3;Bahasa Indonesia;Mengkreasikan
Buatlah Kartu Nama Spesial. Ketika bepergian, bawalah kartu nama ini. Gunakan kertas tebal agar tahan lama. Tuliskan informasi tentang diri kalian.;C6;3;Bahasa Indonesia;Mengkreasikan
Buatlah dua gambar yang mirip. Letakkan beberapa perbedaan tersembunyi pada gambar tersebut. Kalian bebas memilih tema gambar.;C6;3;Bahasa Indonesia;Mengkreasikan
Salinlah pengumuman ini dengan huruf tegak bersambung.;C6;3;Bahasa Indonesia;Mengkreasikan
Ambil Kamus Kotak kalian, tumpahkan isinya. Wah, banyak sekali kosakata yang kalian pelajari selama di kelas tiga! Susunlah kartu-kartu kosakata kalian sesuai alfabet.;C6;3;Bahasa Indonesia;Menyusun
Pilihlah salah satu hewan yang paling menarik menurut kalian. Buatlah patung atau gambar hewan tersebut. Kalian dapat menggunakan plastisin (lilin malam), tanah liat, atau cetakan gipsum untuk membuat patung.;C6;3;IPA;Mengkreasikan
